run1;1;106.0;122.6;105.918360656;145.155555556;12.0480519403;122.6;147.12;147.0
run1;2;113.0;133.9;116.463800623;297.211111111;17.2398118061;133.9;160.68;166.0
run1;3;105.0;127.9;112.525144357;461.655555556;21.4861712633;127.9;153.48;166.0
run1;4;109.0;134.0;113.0625;340.0;18.4390889146;134.0;160.8;166.0
run1;5;118.0;137.0;119.048275862;272.666666667;16.5126214353;137.0;164.4;166.0
run1;6;112.0;135.2;114.832207792;304.4;17.4470627901;135.2;162.24;166.0
run1;7;108.0;135.7;110.888844884;417.122222222;20.4235702614;135.7;162.84;166.0
run1;8;118.0;140.1;116.191042471;274.988888889;16.5827889358;140.1;168.12;166.0
run1;9;112.0;124.1;117.099487179;266.766666667;16.3329931937;124.1;148.92;167.0
run1;10;116.0;137.8;117.224383562;285.066666667;16.8839173969;137.8;165.36;167.0
run1;11;95.0;129.4;105.722553191;473.377777778;21.7572465578;129.4;155.28;167.0
run1;12;101.0;126.4;110.584433498;478.044444444;21.8642275062;126.4;151.68;167.0
run1;13;107.0;131.1;113.498272981;343.655555556;18.5379490655;131.1;157.32;167.0
run1;14;114.0;129.0;118.815789474;264.444444444;16.2617478902;129.0;154.8;167.0
run1;15;100.0;130.7;108.59261708;540.455555556;23.2477000057;130.7;156.84;167.0
run1;16;107.0;126.5;114.318518519;272.722222222;16.5143035646;126.5;151.8;167.0
run1;17;101.0;129.6;109.778823529;298.933333333;17.2896886419;129.6;155.52;167.0
run1;18;101.0;125.8;110.655145631;285.511111111;16.8970740399;125.8;150.96;167.0
run1;19;105.0;134.2;110.305853659;302.4;17.3896520954;134.2;161.04;167.0
run1;20;109.0;130.4;115.151038251;399.822222222;19.9955550616;130.4;156.48;167.0
run1;21;112.0;131.6;117.027344633;404.044444444;20.1008568087;131.6;157.92;167.0
run1;22;113.0;131.3;117.838991597;351.566666667;18.7501111108;131.3;157.56;167.0
run1;23;104.0;129.7;111.827131367;453.566666667;21.2971046545;129.7;155.64;167.0
run1;24;102.0;131.9;109.428148148;340.544444444;18.453846332;131.9;158.28;167.0
run1;25;105.0;133.9;110.518066465;374.988888889;19.3646298413;133.9;160.68;167.0
run1;26;108.0;130.8;114.766451613;454.844444444;21.3270824175;130.8;156.96;168.0
run1;27;95.0;129.0;106.507692308;452.666666667;21.2759645296;129.0;154.8;168.0
run1;28;101.0;127.4;113.268235294;580.711111111;24.097948276;127.4;152.88;175.0
run1;29;106.0;133.0;115.9;531.777777778;23.0603074086;133.0;159.6;175.0
run1;30;119.0;132.4;124.070610329;333.6;18.2647200909;132.4;158.88;175.0
run1;31;106.0;128.3;116.046937901;439.122222222;20.955243311;128.3;153.96;175.0
run1;32;106.0;123.3;115.048201161;400.011111111;20.0002777758;123.3;147.96;175.0
run1;33;113.0;128.9;120.008416486;368.1;19.1859323464;128.9;154.68;175.0
run1;34;90.0;126.4;107.46600823;463.6;21.5313724597;126.4;151.68;175.0
run1;35;124.0;149.4;119.7534375;178.488888889;13.3599733865;149.4;179.28;175.0
run1;36;115.0;130.7;121.435936795;308.233333333;17.5565752165;130.7;156.84;175.0
run1;37;100.0;127.2;112.723682008;385.511111111;19.6344368677;127.2;152.64;175.0
run1;38;115.0;137.5;121.0;427.833333333;20.6841324047;137.5;165.0;175.0
run1;39;92.0;128.5;108.32688172;546.277777778;23.372586031;128.5;154.2;175.0
run1;40;111.0;131.2;119.098447489;363.511111111;19.0659673531;131.2;157.44;175.0
run1;41;113.0;131.8;120.328518519;363.066666667;19.0543083492;131.8;158.16;175.0
run1;42;100.0;121.6;111.762696629;496.711111111;22.287016649;121.6;145.92;175.0
run1;43;108.0;138.9;115.121551247;422.766666667;20.5612904913;138.9;166.68;175.0
run1;44;113.0;135.2;120.117386935;335.733333333;18.3230274063;135.2;162.24;175.0
run1;45;123.0;137.3;126.884137931;286.9;16.9381226823;137.3;164.76;175.0
run1;46;119.0;131.2;123.891141553;259.955555556;16.123137274;131.2;157.44;175.0
run1;47;110.0;129.2;118.367510917;377.955555556;19.4410790738;129.2;155.04;175.0
run1;48;106.0;131.6;116.07483871;533.822222222;23.104593098;131.6;157.92;175.0
run1;49;101.0;132.1;112.947039627;582.988888889;24.1451628466;132.1;158.52;175.0
